4.980000000000000426e+00 1.462680517192543536e-02 0.000000000000000000e+00 4.032388663967571146e-02
4.940000000000000391e+00 1.462833270583500239e-02 0.000000000000000000e+00 4.000262273584163919e-02
4.900000000000000355e+00 1.460762718174001343e-02 0.000000000000000000e+00 4.000266573365979239e-02
4.860000000000000320e+00 1.460397703876746556e-02 0.000000000000000000e+00 4.000270979761223755e-02
4.820000000000000284e+00 1.459686389592596695e-02 0.000000000000000000e+00 4.000275496323884433e-02
4.779999999999999361e+00 1.462097748644164245e-02 0.000000000000000000e+00 4.000280126757278093e-02
4.740000000000000213e+00 1.458095606732938421e-02 0.000000000000000000e+00 4.000284874922120648e-02
4.700000000000000178e+00 1.459844386797187581e-02 0.000000000000000000e+00 4.000289744843443795e-02
4.660000000000000142e+00 1.460392010586476080e-02 0.000000000000000000e+00 4.000294740720326120e-02
4.620000000000000107e+00 1.457158046060573128e-02 0.000000000000000000e+00 4.000299866933990783e-02
4.580000000000000071e+00 1.453904492362992004e-02 0.000000000000000000e+00 4.000305128058475462e-02
4.540000000000000036e+00 1.454342556312188638e-02 0.000000000000000000e+00 4.000310528869464172e-02
4.500000000000000000e+00 1.455905805620017618e-02 0.000000000000000000e+00 4.000316074356449758e-02
4.459999999999999964e+00 1.458226033649280030e-02 0.000000000000000000e+00 4.000321769733565513e-02
4.419999999999999929e+00 1.460736254959010653e-02 0.000000000000000000e+00 4.000327620451753913e-02
4.379999999999999893e+00 1.461998566401695454e-02 0.000000000000000000e+00 4.000333632212121210e-02
4.339999999999999858e+00 1.461875619691816938e-02 0.000000000000000000e+00 4.000339810980166333e-02
4.299999999999999822e+00 1.462644783529333872e-02 0.000000000000000000e+00 4.000346162999583038e-02
4.259999999999999787e+00 1.462143886083834728e-02 0.000000000000000000e+00 4.000352694808755050e-02
4.219999999999999751e+00 1.458692118101202230e-02 0.000000000000000000e+00 4.000359413257920105e-02
4.179999999999999716e+00 1.451737393357003733e-02 0.000000000000000000e+00 4.000366325525966243e-02
4.139999999999999680e+00 1.448781464376384248e-02 0.000000000000000000e+00 4.000373439141105547e-02
4.099999999999999645e+00 1.446966430990908811e-02 0.000000000000000000e+00 4.000380761999933893e-02
4.059999999999999609e+00 1.445251021831957597e-02 0.000000000000000000e+00 4.000388302390558287e-02
4.019999999999999574e+00 1.443862457170883538e-02 0.000000000000000000e+00 3.491573761991056957e-02
3.990000000000000213e+00 1.443456781983928731e-02 0.000000000000000000e+00 2.493843753524612947e-02
3.969999999999999751e+00 1.442755815854800117e-02 0.000000000000000000e+00 2.000050759810845236e-02
3.950000000000000622e+00 1.443229225660561110e-02 0.000000000000000000e+00 2.000051275148880328e-02
3.930000000000000160e+00 1.441336317011523982e-02 0.000000000000000000e+00 2.000051798374844966e-02
3.910000000000000142e+00 1.442376799972363427e-02 0.000000000000000000e+00 2.000052329650648525e-02
3.889999999999999680e+00 1.443251186911974522e-02 0.000000000000000000e+00 2.506542941574017511e-02
3.859999999999999876e+00 1.441714052694828378e-02 0.000000000000000000e+00 3.509374284983641373e-02
3.819999999999999840e+00 1.443442382959359352e-02 0.000000000000000000e+00 4.000438632562982461e-02
3.780000000000000249e+00 1.443284051335872072e-02 0.000000000000000000e+00 4.000447965954601059e-02
3.740000000000000213e+00 1.443616576364744469e-02 0.000000000000000000e+00 4.000457600457524299e-02
3.700000000000000178e+00 1.443901919341321165e-02 0.000000000000000000e+00 4.000467549165759307e-02
3.660000000000000142e+00 1.445321235803227744e-02 0.000000000000000000e+00 4.000477825892218009e-02
3.620000000000000551e+00 1.447425233663078570e-02 0.000000000000000000e+00 4.000488445217785516e-02
3.580000000000000071e+00 1.447267252976386365e-02 0.000000000000000000e+00 4.000499422542716510e-02
3.540000000000000480e+00 1.449942526118285814e-02 0.000000000000000000e+00 4.000510774142080478e-02
3.499999999999999556e+00 1.452722027342620396e-02 0.000000000000000000e+00 4.000522517226712954e-02
3.459999999999999520e+00 1.454506311890140999e-02 0.000000000000000000e+00 4.000534670008389776e-02
3.419999999999999929e+00 1.457302783324220842e-02 0.000000000000000000e+00 4.000547251769960566e-02
3.379999999999999893e+00 1.455256166427414989e-02 0.000000000000000000e+00 4.000560282942894341e-02
3.339999999999999858e+00 1.457769204646889791e-02 0.000000000000000000e+00 4.000573785189195930e-02
3.299999999999999822e+00 1.458572407635211343e-02 0.000000000000000000e+00 4.000587781492234013e-02
3.259999999999999787e+00 1.456792306523662164e-02 0.000000000000000000e+00 4.000602296254459483e-02
3.220000000000000195e+00 1.460687748852967927e-02 0.000000000000000000e+00 4.000617355403802283e-02
3.180000000000000160e+00 1.461636445547792595e-02 0.000000000000000000e+00 4.000632986509451705e-02
3.140000000000000124e+00 1.462031812813252042e-02 0.000000000000000000e+00 4.000649218908514104e-02
3.100000000000000089e+00 1.463625209566967247e-02 0.000000000000000000e+00 4.000666083843278792e-02
3.060000000000000053e+00 1.466228742322250519e-02 0.000000000000000000e+00 4.000683614612276368e-02
3.020000000000000018e+00 1.469645169772664656e-02 0.000000000000000000e+00 4.000701846734206618e-02
2.979999999999999982e+00 1.470668157725389669e-02 0.000000000000000000e+00 4.000720818128581519e-02
2.939999999999999947e+00 1.472438441777868499e-02 0.000000000000000000e+00 4.000740569312659367e-02
2.899999999999999911e+00 1.473701553533244071e-02 0.000000000000000000e+00 4.000761143618301180e-02
2.859999999999999876e+00 1.472151776392330996e-02 0.000000000000000000e+00 4.000782587429690257e-02
2.819999999999999840e+00 1.476244653402374041e-02 0.000000000000000000e+00 4.000804950445248365e-02
2.779999999999999805e+00 1.474259139993150738e-02 0.000000000000000000e+00 4.000828285965712938e-02
2.740000000000000213e+00 1.474498869675322163e-02 0.000000000000000000e+00 4.000852651212344346e-02
2.700000000000000178e+00 1.475748355375444340e-02 0.000000000000000000e+00 4.000878107677954126e-02
2.660000000000000142e+00 1.471957949283570974e-02 0.000000000000000000e+00 4.000904721515395612e-02
2.620000000000000107e+00 1.470099418116110543e-02 0.000000000000000000e+00 4.000932563968103567e-02
2.580000000000000071e+00 1.472197405850715970e-02 0.000000000000000000e+00 4.000961711847070973e-02
2.540000000000000036e+00 1.470752917246485533e-02 0.000000000000000000e+00 4.000992248062015810e-02
2.500000000000000000e+00 1.467514323495727052e-02 0.000000000000000000e+00 4.001024262211132221e-02
2.459999999999999964e+00 1.463299993603625268e-02 0.000000000000000000e+00 4.001057851239665092e-02
2.419999999999999929e+00 1.460001592908479959e-02 0.000000000000000000e+00 4.001093120174912393e-02
2.379999999999999893e+00 1.457984657453162761e-02 0.000000000000000000e+00 3.933884297520691409e-02
